question_id,question,option_A,option_B,option_C,option_D,correct_option,correct_text
5702,Câu 11: It …………that some foreigners had collected rubbish on Cat Ba Beach.,A. reported,B. was reported,C. could report,D. had been reported,,
5703,Câu 12: He decided ____________ another language.,A. study,B. to study,C. studying,D. studied,,
5704,Câu 13: Two months ago my brother _______ elected headmaster of his school and he _______ a vacation since then.,A. was-hadn’t had,B. was-hasn’t had,C. had been-didn’t have,D. had been-wouldn’t have,,
5705,Câu 14: Learning English _____________ really interesting.,A. am,B. is,C. are,D. be,,
5706,"Câu 15: In this semester, we have to _____________ our major for future occupation.",A. choose,B. choosing,C. chosen,D. chose,,
5707,Câu 16: My uncle _______ a visit to Germany in 2005.,A. paid,B. pays,C. has paid,D. will pay,,
5708,Câu 17: I felt nervous when the teacher said she __________ my school report home soon.,A. would send,B. sends,C. sending,D. sent,,
5709,"Câu 18: Would you mind _______ more clearly, please?",A. speak,B. speaking,C. to speak,D. spoke,,
5710,Câu 19: That girl tried to avoid _______ some of my questions.,A. answer,B. to answer,C. answering,D. answered,,
5711,Câu 20: He ____________ abroad before I met him in Sydney.,A. studied,B. study,C. will study,D. had studied,,
5712,"Câu 21: By the end of last summer, Alexander _______ his Ph.D.",A. received,B. had received,C. receive,D. are received,,
5713,"Câu 22: If you want to be a telephonist, you should _________ your communication skills.",A. practiced,B. practice,C. practicing,D. to practice,,
5714,Câu 23: We would love _______ three cups of coffee.,A. have,B. to have,C. having,D. had,,
5715,Câu 24: Earl was one of the first American artists ___________ landscapes.,A. painting,B. painted,C. for painting,D. to paint,,
5716,"Câu 25: ___________ having a private tutor, he couldn’t get good marks at school.",A. Because,B. Even though,C. Although,D. Despite,,
5667,Câu 1: The teacher asked her why she______the test.,A. didn’t do,B. doesn’t do,C. won’t do,D. can’t do,,
5668,Câu 2: I asked her if she______the following exam.,A. will pass,B. would pass,C. passes,D. passed,,
5669,Câu 3: They _________ in that house for several months.,A. live,B. are living,C. lived,D. have lived,,
5670,Câu 4: My father_________ teaching in a small village 10 years ago.,A. is starting,B. started,C. starts,D. has started,,
5671,Câu 5: Minh wishes he_________ a new bike.,A. has,B. would have,C. had,D. will have,,
5672,Câu 6: I wish you________ it again.,A. don’t do,B. won’t do,C. didn’t do,D. wouldn’t do,,
5673,Câu 7: It was an_________ day.,A. enjoy,B. enjoyable,C. enjoyment,D. enjoyably,,
5674,Câu 8: We will be there_________ 5 o’clock yesterday.,A. on,B. in,C. at,D. for,,
5675,Câu 9: The telephone was_________ by Alexander Bell.,A. invent,B. invented,C. inventing,D. inventor,,
5676,Câu 10: I’m very proud_________ my school.,A. from,B. at,C. of,D. off,,
5677,"Câu 11: Do you find the internet ______, Nam?",A. use,B. used,C. useful,D. usefully,,
5678,Câu 12: The “Kien Thuc Ngay Nay” is _______read by both teenagers and adults.,A. wide,B. widely,C. widen,D. widened,,
5679,"Câu 13: If I ______ in your shoes, I’d take it easy and try to forget it.",A. are,B. am,C. were,D. have,,
5680,Câu 14: I will see you again. We are all looking forward _______ again.,A. to see you,B. for seeing you,C. to seeing you,D. seeing you,,
5681,"Câu 15: If you’ve got a headache, why don’t you try _______an aspirin?",A. to take,B. taking,C. to be taken,D. being taken,,
5682,Câu 16: Those new students hope _______in the school’s sports activities.,A. to be included,B. including,C. being included,D. to include,,
5683,Câu 17: Would you mind not _______ on the radio until I’ve finished typing the document?,A. to turn,B. turning,C. being turned,D. to be turned,,
5684,Câu 18: I’ll be in trouble if I _________my passport.,A. lose,B. will lose,C. lost,D. would lose,,
5685,"Câu 19: If it rained , I_________.",A. will go out,B. wouldn’t go out,C. didn’t go out,D. won’t go out,,
5686,"Câu 20: If he ________ hard today, can he have a holiday tomorrow?",A. works,B. will work,C. worked,D. would work,,
5687,Câu 21: The boy likes ________ games but hates ___________ his lessons.,A. play/ study,B. playing/ study,C. play/ studying,D. playing/ studying,,
5688,"Câu 22: If there is a mechanical problem, we suggest ______ the manufacturer directly.",A. contact,B. contacting,C. to contact,D. be contacted,,
5689,Câu 23: Some scientists say that flying saucers might be people's______,A. imagination,B. imagine,C. imaginative,D. imaginary,,
5690,Câu 24: Imagine someday you would live without ______,A. electricity,B. electric,C. electrician,D. electrical,,
5691,Câu 25: Tim is an ______child.,A. imaginative,B. imagine,C. image,D. imagination,,
5642,Câu 1: My teacher asked me if I knew _______ had got that job.,A. who,B. whom,C. that,D. which,,
5643,Câu 2: Where’s the ____________ dress that your boyfriend gave you?,A. lovely long pink silk,B. lovely pink long silk,C. long pink silk lovely,D. pink long lovely silk,,
5644,Câu 3: My teacher _______ while he _______ a car.,A. didn’t smoke-is driving,B. hasn’t smoked-was driving,C. doesn’t smoke-is driving,D. hadn’t smoked-was driving,,
5645,"Câu 4: According to the schedule, the train _______ at 6 a.m.",A. leave,B. leaving,C. will leave,D. leaves,,
5646,"Câu 5: ____________, he could not finish the job.",A. As hard as he work,B. Despite he worked hard,C. Though he worked hard,D. Although hard work,,
5647,Câu 6: The company needs to reduce its _______ on just one particular product.,A. depend,B. dependence,C. dependable,D. dependant,,
5648,Câu 7: _______ you like to see my stamp collection?,A. will,B. would,C. do,D. have,,
5649,Câu 8: Have you_________________any news about Lan since her accident?,A. heard,B. hearing,C. hear,D. heared,,
5650,Câu 9: We _______ to have agreed without knowing what it would cost.,A. shouldn’t,B. couldn’t,C. didn’t,D. ought not,,
5651,Câu 10: Are you _______ in cash or by credit card?,A. paying,B. paid,C. having paid,D. to pay,,
5652,"Câu 11: I wish I ______ you some money for your rent, but I am broke myself.",A. can lend,B. would lend,C. could lend,D. will lend,,
5653,Câu 12: Spain _____ at one time a very powerful country.,A. was,B. has been,C. is,D. was being,,
5654,Câu 13: The longest fish in the contest _____ by Thelma Rivers.,A. was catching,B. caught,C. was caught,D. catch,,
5655,"Câu 14: ""Are we about to have dinner?"" - ""Yes, it _____ in the dining room.""",A. is serve,B. have been served,C. is being served,D. served,,
5656,Câu 15: The dragon _____ the enemies of the Church.,A. symbolizes,B. symbols,C. symbolic,D. symbolism,,
5657,Câu 16: The problem is not _____ to British students.,A. unique,B. uniqueness,C. uniquely,D. unitary,,
5658,Câu 17: The ao dai used for men were different ________those for women.,A. for,B. from,C. with,D. to,,
5659,"Câu 18: Today, the ao dai looks modern and very ____________",A. unfashionable,B. fashionable,C. fashionably,D. fashion,,
5660,Câu 19: Fashion ___________want to change the traditional ao dai.,A. designate,B. designer,C. designers,D. design,,
5661,Câu 20: Poets have taken _____________from the natural beauty.,A. inspirational,B. inspiration,C. inspire,D. inspiring,,
5662,Câu 21: It’s very kind______you______say so!,A. with/ to,B. to/ to,C. of/to,D. from/ to,,
5663,Câu 22: I can complete a______English if necessary.,A. speak,B. spoke,C. spoken,D. speaking,,
5664,Câu 23: The restaurant has the______for serving some of the finest food.,A. repute,B. reputed,C. reputation,D. reputable,,
5665,Câu 24: She said to me that she______that car the following day.,A. sells,B. sold,C. would sell,D. would sold,,
5666,Câu 25: He asked me where I______ the previous day.,A. go,B. went,C. will,D. had gone,,
5617,"Câu 1: When my father was young, he _____ work in the garden for long hours.",A. can,B. could,C. will,D. should,,
5618,Câu 2: My friend and I _______ your sister tomorrow afternoon after she _______ her work.,A. will meet-will finish,B. will meet-has finished,C. will have met-has finished,D. will have met-will finish,,
5619,Câu 3: The film was ______ through.,A. too long for us to see,B. very long for us to see it,C. too long for us seeing it,D. too long enough for us to see,,
5620,"Câu 4: – Do you have to buy this hat? – No, I _____. It isn't necessary.",A. mustn't,B. won't,C. needn't,D. don't need,,
5621,"Câu 5: There _______ a flower vase, a jar of jam, and some flour on the table.",A. be,B. is,C. are,D. were,,
5622,"Câu 6: When we were on holiday, we used ________ to the beach every day.",A. go,B. to go,C. going,D. gone,,
5623,Câu 7: Gold _______in California in the 19th century.,A. was discovered,B. has been discovered,C. was discover,D. they discovered,,
5624,Câu 8: In the USA students ________ school uniform.,A. wore,B. wearing,C. don't wear,D. not wear,,
5625,Câu 9: Alice wasn’t ___________ to be in my class.,A. too old,B. old enough,C. so old,D. such old,,
5626,"Câu 10: Your sister used to visit you quite often, ________?",A. didn't she,B. doesn't she,C. wouldn't she,D. hadn't she,,
5627,Câu 11: We decided ________ at home this afternoon.,A. staying,B. stayed,C. stay,D. to stay,,
5628,"Câu 12: If I __________a lot of money now, I ______________a new car.",A. have /will buy,B. have / would buy,C. had/ will buy,D. had/ would buy,,
5629,Câu 13: My mother told me __________ hard.,A. study,B. studying,C. to study,D. studied,,
5630,"Câu 14: At the end of the story, the prince and princess fall _________ love with each other.",A. in,B. on,C. for,D. at,,
5631,Câu 15: What should you consider before _________ for an exercise class?,A. sign up,B. to sign up,C. signing up,D. will sign up,,
5632,Câu 16: He came up with the solution __________ every problem.,A. in,B. at,C. for,D. to,,
5633,Câu 17: It’s necessary __________ your listening and writing skills.,A. to improve,B. improve,C. improving,D. improved,,
5634,Câu 18: I usually watch TV ________ the evening.,A. on,B. at,C. in,D. All are correct,,
5635,"Câu 19: ___________ she was not well, she still went to work.",A. Because,B. Because of,C. Although,D. In spite of,,
5636,"Câu 20: In the Us, the first stage of compulsory education_______as elementary education.",A. to be generally known,B. is generally known,C. generally known,D. is generally knowing,,
5637,Câu 21: Ba always ____________ the homework before going to class.,A. does,B. dos,C. do,D. is doing,,
5638,Câu 22: You should learn ________ heart all the new words for revision.,A. by,B. in,C. for,D. of,,
5639,Câu 23: Tom is watching TV now. So ____________.,A. does Mary,B. Mary,C. is Mary,D. Mary does,,
5640,Câu 24: ___________ does Minh do after school? He plays soccer with his friends.,A. When,B. Which,C. What,D. Why,,
5641,Câu 25: He told me ___________ my best to study English.,A. try,B. trying,C. to try,D. tried,,
